ff_ped1_vx,"x_{\mathrm{f},1,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 1st nearest neighbor in the front region in the relative coordinate system
ff_ped1_vy,"y_{\mathrm{f},1,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 1st nearest neighbor in the front region in the relative coordinate system
ff_ped2_x,"x_{\mathrm{f},2,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 2nd nearest neighbor in the front region in the relative coordinate system
ff_ped2_y,"y_{\mathrm{f},2,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 2nd nearest neighbor in the front region in the relative coordinate system
ff_ped2_vx,"x_{\mathrm{f},2,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 2nd nearest neighbor in the front region in the relative coordinate system
ff_ped2_vy,"y_{\mathrm{f},2,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 2nd nearest neighbor in the front region in the relative coordinate system
ff_ped3_x,"x_{\mathrm{f},3,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 3rd nearest neighbor in the front region in the relative coordinate system
ff_ped3_y,"y_{\mathrm{f},3,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 3rd nearest neighbor in the front region in the relative coordinate system
ff_ped3_vx,"x_{\mathrm{f},3,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 3rd nearest neighbor in the front region in the relative coordinate system
ff_ped3_vy,"y_{\mathrm{f},3,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 3rd nearest neighbor in the front region in the relative coordinate system
ff_ped4_x,"x_{\mathrm{f},4,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 4th nearest neighbor in the front region in the relative coordinate system
ff_ped4_y,"y_{\mathrm{f},4,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 4th nearest neighbor in the front region in the relative coordinate system
ff_ped4_vx,"x_{\mathrm{f},4,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 4th nearest neighbor in the front region in the relative coordinate system
ff_ped4_vy,"y_{\mathrm{f},4,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 4th nearest neighbor in the front region in the relative coordinate system
ff_ped5_x,"x_{\mathrm{f},5,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 5th nearest neighbor in the front region in the relative coordinate system
ff_ped5_y,"y_{\mathrm{f},5,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 5th nearest neighbor in the front region in the relative coordinate system
ff_ped5_vx,"x_{\mathrm{f},5,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 5th nearest neighbor in the front region in the relative coordinate system
ff_ped5_vy,"y_{\mathrm{f},5,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 5th nearest neighbor in the front region in the relative coordinate system
ff_ob_x,"x_{\mathrm{f},t}^\mathrm{op}",x-component of the relative position between the ego pedestrian and the nearest obstacle in the front region in the relative coordinate system
ff_ob_y,"y_{\mathrm{f},t}^\mathrm{op}",y-component of the relative position between the ego pedestrian and the nearest obstacle in the front region in the relative coordinate system
lf_ped1_x,"x_{\mathrm{lf},1,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 1st nearest neighbor in the left-front region in the relative coordinate system
lf_ped1_y,"y_{\mathrm{lf},1,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 1st nearest neighbor in the left-front region in the relative coordinate system
lf_ped1_vx,"x_{\mathrm{lf},1,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 1st nearest neighbor in the left-front region in the relative coordinate system
lf_ped1_vy,"y_{\mathrm{lf},1,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 1st nearest neighbor in the left-front region in the relative coordinate system
lf_ped2_x,"x_{\mathrm{lf},2,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 2nd nearest neighbor in the left-front region in the relative coordinate system
lf_ped2_y,"y_{\mathrm{lf},2,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 2nd nearest neighbor in the left-front region in the relative coordinate system
lf_ped2_vx,"x_{\mathrm{lf},2,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 2nd nearest neighbor in the left-front region in the relative coordinate system
lf_ped2_vy,"y_{\mathrm{lf},2,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 2nd nearest neighbor in the left-front region in the relative coordinate system
lf_ped3_x,"x_{\mathrm{lf},3,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 3rd nearest neighbor in the left-front region in the relative coordinate system
lf_ped3_y,"y_{\mathrm{lf},3,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 3rd nearest neighbor in the left-front region in the relative coordinate system
lf_ped3_vx,"x_{\mathrm{lf},3,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 3rd nearest neighbor in the left-front region in the relative coordinate system
lf_ped3_vy,"y_{\mathrm{lf},3,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 3rd nearest neighbor in the left-front region in the relative coordinate system
lf_ped4_x,"x_{\mathrm{lf},4,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 4th nearest neighbor in the left-front region in the relative coordinate system
lf_ped4_y,"y_{\mathrm{lf},4,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 4th nearest neighbor in the left-front region in the relative coordinate system
lf_ped4_vx,"x_{\mathrm{lf},4,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 4th nearest neighbor in the left-front region in the relative coordinate system
lf_ped4_vy,"y_{\mathrm{lf},4,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 4th nearest neighbor in the left-front region in the relative coordinate system
lf_ped5_x,"x_{\mathrm{lf},5,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 5th nearest neighbor in the left-front region in the relative coordinate system
lf_ped5_y,"y_{\mathrm{lf},5,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 5th nearest neighbor in the left-front region in the relative coordinate system
lf_ped5_vx,"x_{\mathrm{lf},5,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 5th nearest neighbor in the left-front region in the relative coordinate system
lf_ped5_vy,"y_{\mathrm{lf},5,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 5th nearest neighbor in the left-front region in the relative coordinate system
lf_ob_x,"x_{\mathrm{lf},t}^\mathrm{op}",x-component of the relative position between the ego pedestrian and the nearest obstacle in the left-front region in the relative coordinate system
lf_ob_y,"y_{\mathrm{lf},t}^\mathrm{op}",y-component of the relative position between the ego pedestrian and the nearest obstacle in the left-front region in the relative coordinate system
ll_ped1_x,"x_{\mathrm{l},1,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 1st nearest neighbor in the left region in the relative coordinate system
ll_ped1_y,"y_{\mathrm{l},1,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 1st nearest neighbor in the left region in the relative coordinate system
ll_ped1_vx,"x_{\mathrm{l},1,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 1st nearest neighbor in the left region in the relative coordinate system
ll_ped1_vy,"y_{\mathrm{l},1,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 1st nearest neighbor in the left region in the relative coordinate system
ll_ped2_x,"x_{\mathrm{l},2,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 2nd nearest neighbor in the left region in the relative coordinate system
ll_ped2_y,"y_{\mathrm{l},2,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 2nd nearest neighbor in the left region in the relative coordinate system
ll_ped2_vx,"x_{\mathrm{l},2,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 2nd nearest neighbor in the left region in the relative coordinate system
ll_ped2_vy,"y_{\mathrm{l},2,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 2nd nearest neighbor in the left region in the relative coordinate system
ll_ped3_x,"x_{\mathrm{l},3,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 3rd nearest neighbor in the left region in the relative coordinate system
ll_ped3_y,"y_{\mathrm{l},3,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 3rd nearest neighbor in the left region in the relative coordinate system
ll_ped3_vx,"x_{\mathrm{l},3,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 3rd nearest neighbor in the left region in the relative coordinate system
ll_ped3_vy,"y_{\mathrm{l},3,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 3rd nearest neighbor in the left region in the relative coordinate system
ll_ped4_x,"x_{\mathrm{l},4,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 4th nearest neighbor in the left region in the relative coordinate system
ll_ped4_y,"y_{\mathrm{l},4,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 4th nearest neighbor in the left region in the relative coordinate system
ll_ped4_vx,"x_{\mathrm{l},4,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 4th nearest neighbor in the left region in the relative coordinate system
ll_ped4_vy,"y_{\mathrm{l},4,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 4th nearest neighbor in the left region in the relative coordinate system
ll_ped5_x,"x_{\mathrm{l},5,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 5th nearest neighbor in the left region in the relative coordinate system
ll_ped5_y,"y_{\mathrm{l},5,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 5th nearest neighbor in the left region in the relative coordinate system
ll_ped5_vx,"x_{\mathrm{l},5,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 5th nearest neighbor in the left region in the relative coordinate system
ll_ped5_vy,"y_{\mathrm{l},5,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 5th nearest neighbor in the left region in the relative coordinate system
ll_ob_x,"x_{\mathrm{l},t}^\mathrm{op}",x-component of the relative position between the ego pedestrian and the nearest obstacle in the left region in the relative coordinate system
ll_ob_y,"y_{\mathrm{l},t}^\mathrm{op}",y-component of the relative position between the ego pedestrian and the nearest obstacle in the left region in the relative coordinate system
lb_ped1_x,"x_{\mathrm{lb},1,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 1st nearest neighbor in the left-back region in the relative coordinate system
lb_ped1_y,"y_{\mathrm{lb},1,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 1st nearest neighbor in the left-back region in the relative coordinate system
lb_ped1_vx,"x_{\mathrm{lb},1,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 1st nearest neighbor in the left-back region in the relative coordinate system
lb_ped1_vy,"y_{\mathrm{lb},1,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 1st nearest neighbor in the left-back region in the relative coordinate system
lb_ped2_x,"x_{\mathrm{lb},2,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 2nd nearest neighbor in the left-back region in the relative coordinate system
lb_ped2_y,"y_{\mathrm{lb},2,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 2nd nearest neighbor in the left-back region in the relative coordinate system
lb_ped2_vx,"x_{\mathrm{lb},2,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 2nd nearest neighbor in the left-back region in the relative coordinate system
lb_ped2_vy,"y_{\mathrm{lb},2,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 2nd nearest neighbor in the left-back region in the relative coordinate system
lb_ped3_x,"x_{\mathrm{lb},3,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 3rd nearest neighbor in the left-back region in the relative coordinate system
lb_ped3_y,"y_{\mathrm{lb},3,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 3rd nearest neighbor in the left-back region in the relative coordinate system
lb_ped3_vx,"x_{\mathrm{lb},3,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 3rd nearest neighbor in the left-back region in the relative coordinate system
lb_ped3_vy,"y_{\mathrm{lb},3,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 3rd nearest neighbor in the left-back region in the relative coordinate system
lb_ped4_x,"x_{\mathrm{lb},4,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 4th nearest neighbor in the left-back region in the relative coordinate system
lb_ped4_y,"y_{\mathrm{lb},4,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 4th nearest neighbor in the left-back region in the relative coordinate system
lb_ped4_vx,"x_{\mathrm{lb},4,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 4th nearest neighbor in the left-back region in the relative coordinate system
lb_ped4_vy,"y_{\mathrm{lb},4,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 4th nearest neighbor in the left-back region in the relative coordinate system
lb_ped5_x,"x_{\mathrm{lb},5,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 5th nearest neighbor in the left-back region in the relative coordinate system
lb_ped5_y,"y_{\mathrm{lb},5,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 5th nearest neighbor in the left-back region in the relative coordinate system
lb_ped5_vx,"x_{\mathrm{lb},5,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 5th nearest neighbor in the left-back region in the relative coordinate system
lb_ped5_vy,"y_{\mathrm{lb},5,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 5th nearest neighbor in the left-back region in the relative coordinate system
lb_ob_x,"x_{\mathrm{lb},t}^\mathrm{op}",x-component of the relative position between the ego pedestrian and the nearest obstacle in the left-back region in the relative coordinate system
lb_ob_y,"y_{\mathrm{lb},t}^\mathrm{op}",y-component of the relative position between the ego pedestrian and the nearest obstacle in the left-back region in the relative coordinate system
bb_ped1_x,"x_{\mathrm{b},1,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 1st nearest neighbor in the back region in the relative coordinate system
bb_ped1_y,"y_{\mathrm{b},1,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 1st nearest neighbor in the back region in the relative coordinate system
bb_ped1_vx,"x_{\mathrm{b},1,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 1st nearest neighbor in the back region in the relative coordinate system
bb_ped1_vy,"y_{\mathrm{b},1,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 1st nearest neighbor in the back region in the relative coordinate system
bb_ped2_x,"x_{\mathrm{b},2,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 2nd nearest neighbor in the back region in the relative coordinate system
bb_ped2_y,"y_{\mathrm{b},2,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 2nd nearest neighbor in the back region in the relative coordinate system
bb_ped2_vx,"x_{\mathrm{b},2,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 2nd nearest neighbor in the back region in the relative coordinate system
bb_ped2_vy,"y_{\mathrm{b},2,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 2nd nearest neighbor in the back region in the relative coordinate system
bb_ped3_x,"x_{\mathrm{b},3,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 3rd nearest neighbor in the back region in the relative coordinate system
bb_ped3_y,"y_{\mathrm{b},3,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 3rd nearest neighbor in the back region in the relative coordinate system
bb_ped3_vx,"x_{\mathrm{b},3,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 3rd nearest neighbor in the back region in the relative coordinate system
bb_ped3_vy,"y_{\mathrm{b},3,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 3rd nearest neighbor in the back region in the relative coordinate system
bb_ped4_x,"x_{\mathrm{b},4,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 4th nearest neighbor in the back region in the relative coordinate system
